,date,country,Continent,gdppc,inflation,poverty,mortality,giniindex,unemployment,netMig,refugee,life_exp,electAccess,totalpop,urbanpop,surface,CO2,precipitation,densitypop,migrationtclass
1601,1970,"Egypt, Arab Rep.",Africa ,8444.664596700224,3.76289859580536,30.15,246.5,31.06666666666667,2.40000009536743,-70830.0,5000.0,50.013,98.22033002129916,34781986.0,14426524.0,1001450.0,159271.33315022787,18.1,34.73162514354186,Emigration
1602,1969,"Egypt, Arab Rep.",Africa ,8444.664596700224,3.40982028243742,30.15,250.0,31.06666666666667,8.069782638031501,-58834.0,4800.0,49.797,98.22033002129916,33995955.0,13978117.0,1001450.0,159271.33315022787,18.1,33.94673223825453,Emigration
1603,1968,"Egypt, Arab Rep.",Africa ,8444.664596700224,-1.67575942456909,30.15,253.8,31.06666666666667,8.069782638031501,-43814.0,61647.43636363636,49.897,98.22033002129916,33204629.0,13533543.0,1001450.0,159271.33315022787,18.1,33.15655199960058,Emigration
1604,1967,"Egypt, Arab Rep.",Africa ,8444.664596700224,0.701897484353725,30.15,258.4,31.06666666666667,8.069782638031501,-30046.0,61647.43636363636,49.538,98.22033002129916,32408414.0,13092675.0,1001450.0,159271.33315022787,18.1,32.361489839732386,Emigration
1605,1966,"Egypt, Arab Rep.",Africa ,8444.664596700224,9.03644065817632,30.15,264.1,31.06666666666667,8.069782638031501,-25834.0,61647.43636363636,49.504,98.22033002129916,31613132.0,12658530.0,1001450.0,159271.33315022787,18.1,31.56735932897299,Emigration
1606,1965,"Egypt, Arab Rep.",Africa ,8444.664596700224,14.8390044616241,30.15,271.0,31.06666666666667,8.069782638031501,-4593.0,5000.0,49.128,98.22033002129916,30818469.0,12230618.0,1001450.0,159271.33315022787,18.1,30.773846921963152,Emigration
1607,1964,"Egypt, Arab Rep.",Africa ,8444.664596700224,3.66098294885465,30.15,279.1,31.06666666666667,8.069782638031501,-1750.0,470.0,48.47,98.22033002129916,30026648.0,11809781.0,1001450.0,159271.33315022787,18.1,29.98317240001997,Emigration
1608,1963,"Egypt, Arab Rep.",Africa ,8444.664596700224,0.746645708135439,30.15,288.3,31.06666666666667,8.069782638031501,2806.0,61647.43636363636,47.672,98.22033002129916,29245936.0,11399188.0,1001450.0,159271.33315022787,18.1,29.203590793349644,Immigration
1609,1962,"Egypt, Arab Rep.",Africa ,8444.664596700224,-3.00307658790784,30.15,298.2,31.06666666666667,8.069782638031501,3984.0,61647.43636363636,46.843,98.22033002129916,28485022.0,11002055.0,1001450.0,159271.33315022787,18.1,28.443778521144342,Immigration
1610,1961,"Egypt, Arab Rep.",Africa ,8444.664596700224,0.693606754935318,30.15,308.4,31.06666666666667,8.069782638031501,2504.0,61647.43636363636,46.024,98.22033002129916,27747867.0,10619664.0,1001450.0,159271.33315022787,18.1,27.70769084827001,Immigration
1611,1960,"Egypt, Arab Rep.",Africa ,8444.664596700224,0.332829047091774,30.15,318.4,31.06666666666667,8.069782638031501,-2959.0,61647.43636363636,45.373,98.22033002129916,27034499.0,10236343.0,1001450.0,159271.33315022787,18.1,26.99535573418543,Emigration
1612,2021,Spain,Europe,37913.0757304769,3.09313511976406,20.88888888888889,14.629343065693432,34.56363636363636,14.7799997329712,275022.0,122539.0,76.90138344662137,100.0,47415750.0,38433310.0,505853.9034333333,271600.33243815106,636.0,93.73407950038472,Immigration
1613,2020,Spain,Europe,35967.8915333896,-0.322753017299705,21.7,3.2,34.56363636363636,15.5299997329712,208791.0,103624.0,82.3341463414634,100.0,47365655.0,38276186.0,505969.891,271600.33243815106,636.0,93.61358421226689,Immigration
1614,2019,Spain,Europe,40760.3089598945,0.699518994458693,21.0,3.3,34.3,14.1000003814697,458942.0,57751.0,83.8317073170732,100.0,47134837.0,37974181.0,505952.796,239979.995727539,636.0,93.16054258943161,Immigration
1615,2018,Spain,Europe,40255.2537632492,1.67498136863794,20.7,3.3,34.7,15.25,339064.0,20437.0,83.4317073170732,100.0,46797754.0,37588424.0,505957.289,257040.008544922,636.0,92.49348713306115,Immigration
1616,2017,Spain,Europe,39528.9253872668,1.95607633363964,21.5,3.3,34.7,17.2199993133545,167475.0,17541.0,83.2829268292683,100.0,46593236.0,37311863.0,505935.23,263450.012207031,636.0,92.09328237529536,Immigration
1617,2016,Spain,Europe,38476.787200798,-0.202598000426425,21.6,3.3,35.8,19.6399993896484,89021.0,12983.0,83.3292682926829,100.0,46484062.0,37112875.0,505935.0,247029.998779297,636.0,91.87753762835146,Immigration
1618,2015,Spain,Europe,37373.9507171987,-0.500365709903282,22.3,3.3,36.2,22.0599994659424,-871.0,6447.0,82.8317073170732,100.0,46444832.0,36971015.0,505924.0,256279.998779297,636.0,91.8019939753797,Emigration
1619,2014,Spain,Europe,35964.4613049308,-0.151114837527181,22.1,3.4,36.1,24.4400005340576,-94869.0,5797.0,83.2292682926829,100.0,46480882.0,36890017.0,505940.0,240960.006713867,636.0,91.87034430960193,Emigration
1620,2013,Spain,Europe,35363.5105480176,1.40858109183012,22.2,3.5,36.2,26.0900001525879,-254292.0,4641.0,83.0780487804878,100.0,46620045.0,36891840.0,505940.0,242809.997558594,636.0,92.1454026169111,Emigration
1621,2012,Spain,Europe,35749.5127897115,2.44612782366812,20.4,3.6,35.4,24.7900009155273,-144619.0,4502.0,82.4268292682927,100.0,46773055.0,36904876.0,505940.0,269269.989013672,636.0,92.44782978218761,Emigration
1622,2011,Spain,Europe,36863.4930975241,3.19610188833788,20.8,3.7,35.7,21.3899993896484,57170.0,4220.0,82.4756097560976,100.0,46742697.0,36773882.0,505600.0,274399.993896484,636.0,92.44995450949367,Immigration
1623,2010,Spain,Europe,37298.4693037577,1.79986457728766,20.6,3.8,35.2,19.8600006103516,62782.0,3814.0,81.6268292682927,100.0,46576897.0,36535850.0,505600.0,273250.0,636.0,92.12202729430379,Immigration
1624,2009,Spain,Europe,37409.6428703791,-0.287813083535237,20.7,4.0,34.9,17.8600006103516,130589.0,3960.0,81.4756097560976,100.0,46362946.0,36260460.0,505370.0,287489.990234375,636.0,91.74059797771929,Immigration
1625,2008,Spain,Europe,39218.2916195663,4.07534335957341,20.4,4.2,34.2,11.25,430778.0,4649.0,81.1756097560976,100.0,45954106.0,35833174.0,505370.0,324269.989013672,636.0,90.9316065456992,Immigration
1626,2007,Spain,Europe,39498.591328633,2.78679745804947,19.8,4.4,34.1,8.22999954223633,774489.0,5143.0,80.8731707317073,100.0,45226803.0,35159317.0,505370.0,354679.992675781,636.0,89.4924570116944,Immigration
1627,2006,Spain,Europe,38836.5937852313,3.51557576832125,19.7,4.5,33.5,8.44999980926514,658689.0,5269.0,80.8219512195122,100.0,44397319.0,34408810.0,505370.0,341779.998779297,636.0,87.85111700338366,Immigration
1628,2005,Spain,Europe,37942.0075754017,3.36881409750382,20.3,4.7,32.4,9.14999961853027,632974.0,5369.0,80.1707317073171,100.0,43653155.0,33727737.0,505370.0,350500.0,636.0,86.37860379523913,Immigration
1629,2004,Spain,Europe,37228.7982165672,3.03924881090927,20.1,4.9,33.3,11.0900001525879,661105.0,5690.0,79.8707317073171,100.0,42921895.0,33059302.0,505370.0,335559.997558594,636.0,84.93162435443338,Immigration
1630,2003,Spain,Europe,36729.7697105221,3.03888839396654,20.1,5.0,31.8,11.2799997329712,662840.0,5912.0,79.619512195122,100.0,42187645.0,32390830.0,505370.0,318660.003662109,636.0,83.47872845637849,Immigration
1631,2002,Spain,Europe,36317.1006783319,3.0656568590222,20.88888888888889,5.1,34.56363636363636,11.1499996185303,741349.0,6783.0,79.5682926829268,100.0,41431558.0,31708814.0,505320.0,312750.0,636.0,81.99073458402596,Immigration
1632,2001,Spain,Europe,35854.5847170553,3.58983413338114,20.88888888888889,5.3,34.56363636363636,10.3500003814697,185594.0,6804.0,79.3682926829268,100.0,40850412.0,31186430.0,505020.0,294790.0,636.0,80.88870143756682,Immigration
1633,2000,Spain,Europe,34738.0568248096,3.43351563418762,20.88888888888889,5.4,34.3,13.789999961853,175213.0,6982.0,78.9658536585366,100.0,40567864.0,30937864.0,505000.0,293310.0,636.0,80.33240396039604,Immigration
1634,1999,Spain,Europe,33154.4666207698,2.31034813987068,20.88888888888889,5.6,34.56363636363636,15.4799995422363,170694.0,6708.0,78.7170731707317,100.0,40386875.0,30767125.0,505990.0,278300.0,636.0,79.8175359196822,Immigration
1635,1998,Spain,Europe,31858.4991101859,1.83432999908412,20.88888888888889,5.8,34.56363636363636,18.6700000762939,168468.0,5918.0,78.6658536585366,100.0,40223509.0,30610090.0,505990.0,256220.0,636.0,79.49467183145912,Immigration
1636,1997,Spain,Europe,30644.3794443942,1.97107395582925,20.88888888888889,6.1,34.56363636363636,20.7000007629395,166516.0,5512.0,78.6041463414634,100.0,40057389.0,30451227.0,505990.0,248600.0,636.0,79.16636494792387,Immigration
1637,1996,Spain,Europe,29674.392750146,3.55884559338558,20.88888888888889,6.5,34.56363636363636,22.1399993896484,164247.0,5672.0,78.1204878048781,100.0,39889852.0,30291556.0,505990.0,230110.0,636.0,78.83525761378684,Immigration
1638,1995,Spain,Europe,29025.9945784136,4.67380337624704,20.88888888888889,6.9,36.7,22.6800003051758,164507.0,5840.0,77.9807317073171,100.0,39724050.0,30133075.0,505990.0,240570.0,636.0,78.50757920116999,Immigration
1639,1994,Spain,Europe,28372.0314344106,4.71841373967334,20.88888888888889,7.4,34.56363636363636,24.2099990844727,162131.0,5351.0,77.9014634146342,100.0,39549108.0,29967941.0,505990.0,228450.0,636.0,78.16183719045831,Immigration
1640,1993,Spain,Europe,27843.8593467468,4.56907173681805,20.88888888888889,7.8,34.56363636363636,22.1599998474121,162620.0,4990.0,77.5465853658537,100.0,39361262.0,29793326.0,505990.0,218080.0,636.0,77.79059269946046,Immigration
1641,1992,Spain,Europe,28280.3260908948,5.92453126228495,20.88888888888889,8.3,34.56363636363636,17.7000007629395,162339.0,4040.0,77.41,100.0,39157685.0,29607126.0,505990.0,232370.0,636.0,77.38825866123837,Immigration
1642,1991,Spain,Europe,28157.5268953763,5.93421344335925,20.88888888888889,8.7,34.56363636363636,15.9300003051758,123866.0,4005.0,76.9712195121951,100.0,38966376.0,29430524.0,505990.0,222100.0,636.0,77.01017016146564,Immigration
1643,1990,Spain,Europe,27528.4132467605,6.72181952228662,20.88888888888889,9.1,32.0,16.2700004577637,-38206.0,8303.0,76.8375609756098,100.0,38867322.0,29286916.0,505990.0,214950.0,636.0,76.81440739935572,Emigration
1644,1989,Spain,Europe,34994.655224400354,6.79143584025096,20.88888888888889,9.5,34.56363636363636,17.3299999237061,-31560.0,8676.0,76.8136585365854,100.0,38827764.0,29169746.0,505990.0,271600.33243815106,636.0,76.73622798869543,Emigration
1645,1988,Spain,Europe,34994.655224400354,4.83727066490366,20.88888888888889,9.9,34.56363636363636,19.8500003814697,-24067.0,8691.0,76.7470731707317,100.0,38766939.0,29036437.0,505990.0,271600.33243815106,636.0,76.61601810312457,Emigration
1646,1987,Spain,Europe,34994.655224400354,5.24801863489584,20.88888888888889,10.3,34.56363636363636,20.6100006103516,-22528.0,9200.0,76.7280487804878,100.0,38684815.0,28887112.0,505990.0,271600.33243815106,636.0,76.45371450028657,Emigration
1647,1986,Spain,Europe,34994.655224400354,8.79493932290324,20.88888888888889,10.7,34.56363636363636,21.2600002288818,-19462.0,10200.0,76.5104878048781,100.0,38584624.0,28723937.0,505990.0,271600.33243815106,636.0,76.25570465819483,Emigration
1648,1985,Spain,Europe,34994.655224400354,8.81445506678394,20.88888888888889,11.1,34.4,21.6399993896484,-17354.0,9300.0,76.259512195122,100.0,38469512.0,28549379.0,505990.0,271600.33243815106,636.0,76.02820609102946,Emigration
1649,1984,Spain,Europe,34994.655224400354,11.2802765604036,20.88888888888889,11.7,34.56363636363636,20.25,-18090.0,9900.0,76.2953658536586,100.0,38330364.0,28357570.0,505990.0,271600.33243815106,636.0,75.75320460878673,Emigration
1650,1983,Spain,Europe,34994.655224400354,12.17407273517,20.88888888888889,12.3,34.56363636363636,17.4899997711182,-21369.0,23700.0,75.9090243902439,100.0,38171525.0,28151118.0,505990.0,271600.33243815106,636.0,75.43928733769442,Emigration
1651,1982,Spain,Europe,34994.655224400354,14.4150020548327,20.88888888888889,13.0,34.56363636363636,16.0,-16439.0,23500.0,76.1341463414634,100.0,37986012.0,27925417.0,505990.0,271600.33243815106,636.0,75.07265360975514,Emigration
1652,1981,Spain,Europe,34994.655224400354,14.5493457170322,20.88888888888889,13.9,34.56363636363636,14.1700000762939,-6044.0,21500.0,75.5285365853659,100.0,37758631.0,27669147.0,505990.0,271600.33243815106,636.0,74.62327516354078,Emigration
1653,1980,Spain,Europe,34994.655224400354,15.5619020957245,20.88888888888889,14.9,34.5,11.3999996185303,15108.0,21500.0,75.3492682926829,100.0,37491165.0,27289444.0,505990.0,271600.33243815106,636.0,74.0946757841064,Immigration
1654,1979,Spain,Europe,34994.655224400354,15.6602355971771,20.88888888888889,16.0,34.56363636363636,8.60999965667725,-6124.0,26000.0,74.8187804878049,100.0,37191330.0,26838008.0,505990.0,271600.33243815106,636.0,73.50210478467955,Emigration
1655,1978,Spain,Europe,34994.655224400354,19.7736704973662,20.88888888888889,17.3,34.56363636363636,6.96999979019165,-1893.0,15000.0,74.2956097560976,100.0,36864898.0,26368356.0,505990.0,271600.33243815106,636.0,72.85696950532619,Emigration
1656,1977,Spain,Europe,34994.655224400354,24.5380632929204,20.88888888888889,18.7,34.56363636363636,5.19999980926514,195.0,15000.0,74.1319512195122,100.0,36511638.0,25880544.0,505990.0,271600.33243815106,636.0,72.15881341528488,Immigration
1657,1976,Spain,Europe,34994.655224400354,17.6248800527482,20.88888888888889,20.2,34.56363636363636,2.90000009536743,4854.0,16500.0,73.6426829268293,100.0,36137812.0,25379947.0,505990.0,271600.33243815106,636.0,71.42001225320658,Immigration
1658,1975,Spain,Europe,34994.655224400354,16.9532859334983,20.88888888888889,21.8,34.56363636363636,4.80000019073486,1177.0,16000.0,73.3187804878049,100.0,35757900.0,24876771.0,505990.0,271600.33243815106,636.0,70.66918318543844,Immigration
1659,1974,Spain,Europe,34994.655224400354,15.6803733985389,20.88888888888889,23.6,34.56363636363636,3.03999996185303,105120.0,18000.0,72.969756097561,100.0,35373335.0,24372582.0,505990.0,271600.33243815106,636.0,69.90915828376055,Immigration
1660,1973,Spain,Europe,34994.655224400354,11.4167076137085,20.88888888888889,14.629343065693432,34.56363636363636,2.49000000953674,9876.0,26000.0,72.6107317073171,100.0,34988947.0,23870859.0,505990.0,271600.33243815106,636.0,69.14948319136742,Immigration
1661,1972,Spain,Europe,34994.655224400354,8.27228754941943,20.88888888888889,14.629343065693432,34.56363636363636,1.5,7538.0,40000.0,72.8180487804878,100.0,34604469.0,23372204.0,505990.0,271600.33243815106,636.0,68.38963022984645,Immigration
1662,1971,Spain,Europe,34994.655224400354,8.23688714893596,20.88888888888889,14.629343065693432,34.56363636363636,1.5,14581.0,38000.0,71.630243902439,100.0,34224490.0,22878387.0,505990.0,271600.33243815106,636.0,67.63866874839424,Immigration
1663,1970,Spain,Europe,34994.655224400354,5.73114484293536,20.88888888888889,14.629343065693432,34.56363636363636,1.10000002384186,-53295.0,29500.0,72.0273170731707,100.0,33814531.0,22330440.0,505990.0,271600.33243815106,636.0,66.8284570841321,Emigration
1664,1969,Spain,Europe,34994.655224400354,2.16034713599864,20.88888888888889,14.629343065693432,34.56363636363636,1.29999995231628,-34330.0,23000.0,71.0575609756098,100.0,33441054.0,21772801.0,505990.0,271600.33243815106,636.0,66.09034565900512,Emigration
1665,1968,Spain,Europe,34994.655224400354,4.95436611736466,20.88888888888889,14.629343065693432,34.56363636363636,14.398113190003162,-40257.0,20000.0,71.5378048780488,100.0,33113134.0,21248036.0,505990.0,271600.33243815106,636.0,65.44226961007135,Emigration
1666,1967,Spain,Europe,34994.655224400354,6.39163108782114,20.88888888888889,14.629343065693432,34.56363636363636,14.398113190003162,-27597.0,20000.0,71.2529268292683,100.0,32682947.0,20660198.0,505990.0,271600.33243815106,636.0,64.59208087116346,Emigration
1667,1966,Spain,Europe,34994.655224400354,6.24036708297991,20.88888888888889,14.629343065693432,34.56363636363636,14.398113190003162,-32459.0,17000.0,71.0551219512195,100.0,32283194.0,20096611.0,505990.0,271600.33243815106,636.0,63.80203956599933,Emigration
1668,1965,Spain,Europe,34994.655224400354,13.2141378382198,20.88888888888889,14.629343065693432,34.56363636363636,14.398113190003162,-36245.0,14000.0,70.8092682926829,100.0,31954292.0,19580951.0,505990.0,271600.33243815106,636.0,63.15202276724836,Emigration
1669,1964,Spain,Europe,34994.655224400354,6.97924673989614,20.88888888888889,14.629343065693432,34.56363636363636,14.398113190003162,-33780.0,14000.0,70.399756097561,100.0,31609195.0,19059712.0,505990.0,271600.33243815106,636.0,62.469999407102904,Emigration
1670,1963,Spain,Europe,34994.655224400354,8.74369768409144,20.88888888888889,14.629343065693432,34.56363636363636,14.398113190003162,-36275.0,2000.0,69.6812195121951,100.0,31296651.0,18560792.0,505990.0,271600.33243815106,636.0,61.852311310500205,Emigration
1671,1962,Spain,Europe,34994.655224400354,5.70647719271312,20.88888888888889,14.629343065693432,34.56363636363636,14.398113190003162,-42096.0,2000.0,69.5190243902439,100.0,31023366.0,18089104.0,505990.0,271600.33243815106,636.0,61.31221170378861,Emigration
1672,1961,Spain,Europe,34994.655224400354,0.809252873882217,20.88888888888889,14.629343065693432,34.56363636363636,14.398113190003162,-33339.0,2000.0,69.4804878048781,100.0,30739250.0,17614512.0,505990.0,271600.33243815106,636.0,60.750706535702285,Emigration
1673,1960,Spain,Europe,34994.655224400354,1.17777108409628,20.88888888888889,14.629343065693432,34.56363636363636,14.398113190003162,-150213.0,16022.344262295082,69.1092682926829,100.0,30455000.0,17227480.0,505853.9034333333,271600.33243815106,636.0,60.20512996597579,Emigration
1674,2021,Ethiopia,Africa ,2319.06825203341,26.8395221557722,36.3,135.3577192982456,34.52,3.9300000667572,-1391.0,821283.0,48.59731147540984,26.548449788774764,120283026.0,26671558.0,1176070.4998166666,6725.666681289677,848.0,102.27535340674771,Emigration
1675,2020,Ethiopia,Africa ,2253.23578832192,20.3563468559061,36.3,48.7,34.52,2.7816666762034097,38867.0,800454.0,65.371,51.0939826965332,117190911.0,25424568.0,1136239.544,6725.666681289677,848.0,103.13926461971474,Immigration
1676,2019,Ethiopia,Africa ,2181.65887703263,15.8096321719345,36.3,50.8,34.52,2.7816666762034097,-10803.0,733123.0,65.838,48.063591003418,114120594.0,24222096.0,1136243.012,18360.0006103516,848.0,100.43678402838,Emigration
1677,2018,Ethiopia,Africa ,2067.45649659251,13.8330356586661,36.3,53.2,34.52,2.7816666762034097,9309.0,903226.0,65.412,44.940601348877,111129438.0,23073805.0,1136242.496,17239.9997711182,848.0,97.80433172603324,Immigration
1678,2017,Ethiopia,Africa ,1987.96875367138,10.6871150284238,36.3,55.9,34.52,2.7816666762034097,71769.0,889412.0,64.838,44.2999992370605,108197950.0,21975004.0,1136243.265,15819.9996948242,848.0,95.22428280355969,Immigration
1679,2016,Ethiopia,Africa ,1864.48766816335,6.62813337230928,36.3,59.0,34.52,2.7816666762034097,115812.0,791631.0,64.392,42.9000015258789,105293228.0,20917553.0,1136242.676,14970.0002670288,848.0,92.66790468623448,Immigration
1680,2015,Ethiopia,Africa ,1750.6727312872,9.56889955968619,23.5,62.4,35.0,2.7816666762034097,62784.0,736081.0,63.649,29.0,102471895.0,19908240.0,1136244.136,12890.0003433228,848.0,90.18475145732238,Immigration
1681,2014,Ethiopia,Africa ,1629.18906979629,6.89001951597192,36.3,65.9,34.52,2.7816666762034097,103119.0,659520.0,62.905,27.2000007629395,99746766.0,18949891.0,1136243.143,12340.0001525879,848.0,87.78646244380461,Immigration
1682,2013,Ethiopia,Africa ,1518.1437623013,7.46402192944518,36.3,69.6,34.52,2.25,80953.0,433933.0,62.373,30.6716728210449,97084366.0,18033421.0,1136243.504,10079.9999237061,848.0,85.443274842256,Immigration
1683,2012,Ethiopia,Africa ,1411.13592886177,23.600417677317,36.3,73.5,34.52,2.7816666762034097,119512.0,376388.0,61.543,28.8985195159912,94451280.0,17152352.0,1136242.783,8479.99954223633,848.0,83.12596692638354,Immigration
1684,2011,Ethiopia,Africa ,1336.06695076749,33.2499598823345,36.3,77.7,34.52,2.7816666762034097,116793.0,288839.0,60.721,23.0,91817929.0,16283910.0,1136242.41,7539.99996185303,848.0,80.80839809526209,Immigration
1685,2010,Ethiopia,Africa ,1236.47940941404,8.14926402965081,29.6,82.0,33.2,2.7816666762034097,80213.0,154288.0,59.73,25.4099369049072,89237791.0,15455093.0,1136242.873,6469.99979019165,848.0,78.53760240923421,Immigration
1686,2009,Ethiopia,Africa ,1130.03184035037,8.48364404530289,36.3,86.7,34.52,2.7816666762034097,16319.0,121880.0,58.804,23.6900386810303,86755585.0,14670369.0,1136243.562,6530.00020980835,848.0,76.35298267150931,Immigration
1687,2008,Ethiopia,Africa ,1068.13800881515,44.3566858766952,36.3,91.6,34.52,2.7816666762034097,-20776.0,83573.0,57.592,21.9827899932861,84357105.0,13927358.0,1136243.263,6489.99977111816,848.0,74.24211676051979,Emigration
1688,2007,Ethiopia,Africa ,991.883400804938,17.2404008340896,36.3,97.0,34.52,2.7816666762034097,-389.0,85179.0,56.426,20.2854804992676,81996185.0,13214505.0,1136243.922,5960.00003814697,848.0,72.16424520508897,Emigration
1689,2006,Ethiopia,Africa ,915.673438327061,12.2994763114825,36.3,102.8,34.52,2.7816666762034097,-30511.0,96975.0,55.149,18.5954036712646,79691050.0,12670080.0,1136242.98,5400.00009536743,848.0,70.135570826585,Emigration
1690,2005,Ethiopia,Africa ,849.847673325314,9.96997123512894,36.3,108.9,34.52,2.5,-44423.0,100813.0,54.008,14.0,77469940.0,12162781.0,1136243.166,5050.00019073486,848.0,68.18077531125938,Emigration
1691,2004,Ethiopia,Africa ,781.913516744977,3.32737047894853,38.7,115.3,29.8,2.7816666762034097,-25428.0,115979.0,53.235,15.2261619567871,75301026.0,11674671.0,1136243.254,5329.99992370605,848.0,66.27192349429782,Emigration
1692,2003,Ethiopia,Africa ,708.53266368312,13.6740452028271,36.3,121.8,34.52,2.7816666762034097,-13744.0,130274.0,52.533,13.5419406890869,73168838.0,11202149.0,1104300.0,5019.99998092651,848.0,66.25811645386217,Emigration
1693,2002,Ethiopia,Africa ,745.53779452733,0.675089102170782,36.3,128.3,34.52,2.7816666762034097,-12921.0,132939.0,51.517,11.8548336029053,71073215.0,10744849.0,1104300.0,4570.00017166138,848.0,64.36042289232998,Emigration
1694,2001,Ethiopia,Africa ,756.272564393651,-8.23784453391135,36.3,134.6,34.52,2.7816666762034097,-19067.0,152554.0,51.043,10.1624908447266,69018932.0,10302456.0,1104300.0,4400.0,848.0,62.50016481028706,Emigration
1695,2000,Ethiopia,Africa ,719.004435514051,0.662458109266477,36.3,140.7,34.52,2.7816666762034097,-49892.0,197960.0,50.538,12.6999998092651,67031867.0,9880497.0,1104300.0,3560.0,848.0,60.700776057230826,Emigration
1696,1999,Ethiopia,Africa ,698.193425297066,7.94144864137326,44.2,146.5,30.0,3.71000003814697,29118.0,257683.0,49.425,26.548449788774764,65077579.0,9470740.0,1104300.0,3180.0,848.0,58.93106855021281,Immigration
1697,1998,Ethiopia,Africa ,684.33263093824,0.894801693964068,36.3,152.5,34.52,2.7816666762034097,-3002.0,262158.0,49.927,26.548449788774764,63136493.0,9072083.0,1104300.0,3230.0,848.0,57.17331612786381,Emigration
1698,1997,Ethiopia,Africa ,730.874982016494,2.39520958083832,36.3,158.7,34.52,2.7816666762034097,-9120.0,323064.0,49.514,26.548449788774764,61233480.0,8686581.0,1104300.0,3060.0,848.0,55.45004074979625,Emigration
1699,1996,Ethiopia,Africa ,731.184621788006,-8.48424868948824,36.3,165.1,34.52,2.7816666762034097,41345.0,390528.0,48.924,26.548449788774764,59347649.0,8312232.0,1104300.0,2870.0,848.0,53.742324549488366,Immigration
1700,1995,Ethiopia,Africa ,671.541028680957,10.0221733553239,45.5,171.7,44.6,2.7816666762034097,91538.0,393479.0,48.302,26.548449788774764,57476536.0,7947281.0,1104300.0,2570.0,848.0,52.047936249207645,Immigration
1701,1994,Ethiopia,Africa ,653.886731910509,7.59387600185339,36.3,178.4,34.52,3.09999990463257,140715.0,348074.0,47.861,26.548449788774764,55620211.0,7579366.0,1104300.0,2260.0,848.0,50.36693923752603,Immigration
1702,1993,Ethiopia,Africa ,655.213218113545,3.54306596166031,36.3,184.9,34.52,2.7816666762034097,141549.0,272632.0,47.394,26.548449788774764,53791672.0,7191947.0,1104300.0,1940.0,848.0,48.71110386670289,Immigration
1703,1992,Ethiopia,Africa ,598.922751835545,10.5274440119592,36.3,191.0,34.52,2.7816666762034097,160103.0,431824.0,46.901,26.548449788774764,52011554.0,6821835.0,1221900.0,1520.0,848.0,42.5661297978558,Immigration
1704,1991,Ethiopia,Africa ,683.034734393377,35.7225982298716,36.3,196.4,34.52,2.7816666762034097,859739.0,529620.0,46.13,26.548449788774764,49937430.0,6425449.0,1221900.0,2330.0,848.0,40.86867174073165,Immigration
1705,1990,Ethiopia,Africa ,767.170418557348,5.15248124174763,36.3,201.3,34.52,2.7816666762034097,296018.0,773764.0,44.557,26.548449788774764,47878073.0,6042692.0,1221900.0,2310.0,848.0,39.18329896063508,Immigration
1706,1989,Ethiopia,Africa ,1159.2735490081357,7.81730118223048,36.3,205.8,34.52,2.7816666762034097,242615.0,710166.0,45.036,26.548449788774764,46195954.0,5719059.0,1221900.0,6725.666681289677,848.0,37.80665684589574,Immigration
1707,1988,Ethiopia,Africa ,1159.2735490081357,7.08071532141095,36.3,210.0,34.52,2.7816666762034097,379966.0,679532.0,45.061,26.548449788774764,44511537.0,5405036.0,1221900.0,6725.666681289677,848.0,36.4281340535232,Immigration
1708,1987,Ethiopia,Africa ,1159.2735490081357,-2.42867248283369,36.3,213.9,34.52,2.7816666762034097,251387.0,310500.0,45.44,26.548449788774764,42851957.0,5103240.0,1221900.0,6725.666681289677,848.0,35.06993780178411,Immigration
1709,1986,Ethiopia,Africa ,1159.2735490081357,-9.80876507050664,36.3,217.9,34.52,2.7816666762034097,186232.0,132400.0,37.811,26.548449788774764,41455309.0,4841566.0,1221900.0,6725.666681289677,848.0,33.926924461903596,Immigration
1710,1985,Ethiopia,Africa ,1159.2735490081357,19.0646851444406,36.3,222.1,34.52,2.7816666762034097,157474.0,180400.0,37.364,26.548449788774764,40285965.0,4613952.0,1221900.0,6725.666681289677,848.0,32.96993616498895,Immigration
1711,1984,Ethiopia,Africa ,1159.2735490081357,8.41727378312057,36.3,226.4,34.52,1.20000004768372,137638.0,180480.0,36.429,26.548449788774764,39202890.0,4403269.0,1221900.0,6725.666681289677,848.0,32.083550208691385,Immigration
1712,1983,Ethiopia,Africa ,1159.2735490081357,-0.675378064854715,36.3,230.6,34.52,2.7816666762034097,68018.0,31370.0,36.036,26.548449788774764,38235187.0,4213518.0,1221900.0,6725.666681289677,848.0,31.291584417710123,Immigration
1713,1982,Ethiopia,Africa ,1159.2735490081357,5.89006107723962,36.3,234.5,34.52,2.7816666762034097,66700.0,5550.0,43.767,26.548449788774764,37213393.0,4023884.0,1221900.0,6725.666681289677,848.0,30.455350683361978,Immigration
1714,1981,Ethiopia,Africa ,1159.2735490081357,6.13596718680433,36.3,237.8,34.52,2.7816666762034097,628135.0,5450.0,43.608,26.548449788774764,35818844.0,3800379.0,1221900.0,6725.666681289677,848.0,29.314055159996727,Immigration
1715,1980,Ethiopia,Africa ,1159.2735490081357,4.48253780600436,36.3,240.5,34.52,2.7816666762034097,-903529.0,10930.0,43.217,26.548449788774764,34945469.0,3637823.0,1221900.0,6725.666681289677,848.0,28.59928717570996,Emigration
